OCC_CODE,OCC_TITLE,TOT_EMP,H_MEAN,A_MEAN,H_MEDIAN,A_MEDIAN,H_PCT10,H_PCT25,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_PCT75,A_PCT90
21-1094,Community Health Workers,60730,26.91,55970.0,24.54,51030.0,18.24,21.33,30.36,37.77,37930.0,44370.0,63150.0,78560.0
21-1099,"Community and Social Service Specialists, All Other",110390,28.06,58360.0,26.41,54940.0,17.53,21.84,32.5,40.0,36470.0,45420.0,67590.0,83210.0
21-2011,Clergy,58080,32.29,67160.0,29.24,60820.0,17.86,22.7,36.7,47.94,37140.0,47220.0,76340.0,99720.0
21-2021,"Directors, Religious Activities and Education",21460,31.27,65040.0,26.37,54840.0,16.34,20.29,36.05,51.22,33990.0,42210.0,74990.0,106530.0
21-2099,"Religious Workers, All Other",12170,23.96,49830.0,21.69,45120.0,14.0,16.69,28.99,36.5,29120.0,34700.0,60310.0,75920.0
23-1011,Lawyers,747750,87.86,182760.0,72.67,151160.0,34.99,47.96,103.57,,72780.0,99760.0,215420.0,
23-1012,Judicial Law Clerks,13220,33.58,69850.0,29.04,60400.0,20.19,23.96,37.53,54.4,42000.0,49840.0,78060.0,113150.0
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",16230,58.95,122620.0,55.4,115230.0,27.39,36.98,77.55,98.07,56970.0,76920.0,161290.0,203990.0
23-1022,"Arbitrators, Mediators, and Conciliators",7860,43.83,91170.0,32.55,67710.0,22.21,28.86,48.56,64.18,46200.0,60030.0,101010.0,133480.0
23-1023,"Judges, Magistrate Judges, and Magistrates",25580,68.8,143110.0,75.1,156210.0,22.37,41.38,91.29,104.11,46520.0,86060.0,189890.0,216540.0
23-2011,Paralegals and Legal Assistants,367220,31.98,66510.0,29.33,61010.0,19.09,23.17,37.63,47.59,39710.0,48190.0,78280.0,98990.0
23-2093,"Title Examiners, Abstractors, and Searchers",48170,28.65,59600.0,26.43,54980.0,17.65,21.64,33.79,41.94,36710.0,45020.0,70290.0,87240.0
23-2099,"Legal Support Workers, All Other",47380,41.45,86220.0,33.06,68760.0,19.96,24.5,49.74,85.07,41510.0,50960.0,103460.0,176950.0
25-1011,"Business Teachers, Postsecondary",81780,,113840.0,,97270.0,,,,,46460.0,63040.0,140360.0,210530.0
25-1021,"Computer Science Teachers, Postsecondary",36240,,105830.0,,96690.0,,,,,48910.0,65200.0,132200.0,172380.0
25-1022,"Mathematical Science Teachers, Postsecondary",48820,,92880.0,,79350.0,,,,,48150.0,60880.0,106270.0,161020.0
25-1031,"Architecture Teachers, Postsecondary",9120,,110360.0,,101480.0,,,,,59590.0,78090.0,129310.0,166720.0
25-1032,"Engineering Teachers, Postsecondary",39910,,119340.0,,106120.0,,,,,59790.0,80060.0,136400.0,200650.0
25-1041,"Agricultural Sciences Teachers, Postsecondary",8700,,97790.0,,86350.0,,,,,49080.0,63980.0,123290.0,160870.0
25-1042,"Biological Science Teachers, Postsecondary",53250,,101340.0,,83460.0,,,,,50760.0,64010.0,125310.0,169560.0
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",1310,,103780.0,,100830.0,,,,,58670.0,81380.0,125080.0,154630.0
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",11480,,112950.0,,101390.0,,,,,53310.0,66620.0,135500.0,199260.0
25-1052,"Chemistry Teachers, Postsecondary",20390,,103030.0,,86220.0,,,,,52870.0,64980.0,125920.0,171600.0
25-1053,"Environmental Science Teachers, Postsecondary",7130,,100360.0,,87710.0,,,,,50670.0,64360.0,124680.0,164290.0
25-1054,"Physics Teachers, Postsecondary",13590,,105460.0,,97360.0,,,,,54880.0,66730.0,130150.0,169740.0
25-1061,"Anthropology and Archeology Teachers, Postsecondary",5260,,102530.0,,95770.0,,,,,51380.0,67410.0,122870.0,169090.0
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",11430,,97350.0,,84290.0,,,,,51130.0,64320.0,107810.0,164650.0
25-1063,"Economics Teachers, Postsecondary",12420,,133140.0,,119980.0,,,,,57550.0,80850.0,166600.0,217160.0
25-1064,"Geography Teachers, Postsecondary",3290,,99020.0,,86730.0,,,,,49990.0,66400.0,120220.0,164350.0
25-1065,"Political Science Teachers, Postsecondary",17170,,105160.0,,94680.0,,,,,50490.0,65330.0,127480.0,173380.0
25-1066,"Psychology Teachers, Postsecondary",41610,,93530.0,,80330.0,,,,,47870.0,62290.0,106640.0,158900.0
25-1067,"Sociology Teachers, Postsecondary",12380,,97270.0,,82540.0,,,,,49330.0,64130.0,113000.0,167240.0
25-1069,"Social Sciences Teachers, Postsecondary, All Other",17540,,92950.0,,75040.0,,,,,45280.0,59550.0,105390.0,176350.0
25-1071,"Health Specialties Teachers, Postsecondary",229720,,137900.0,,105620.0,,,,,51760.0,74400.0,176090.0,
25-1072,"Nursing Instructors and Teachers, Postsecondary",74250,,87090.0,,79940.0,,,,,47950.0,62210.0,102020.0,130040.0
25-1081,"Education Teachers, Postsecondary",59090,,78500.0,,72090.0,,,,,38650.0,50630.0,96260.0,126450.0
25-1082,"Library Science Teachers, Postsecondary",4100,,84320.0,,78630.0,,,,,53590.0,62130.0,97020.0,126200.0
25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",13560,,84820.0,,71470.0,,,,,45640.0,56100.0,99730.0,143130.0
25-1112,"Law Teachers, Postsecondary",22800,,139950.0,,126650.0,,,,,58330.0,84540.0,173580.0,
25-1113,"Social Work Teachers, Postsecondary",13350,,81880.0,,76210.0,,,,,45370.0,57080.0,98570.0,129280.0
25-1121,"Art, Drama, and Music Teachers, Postsecondary",97890,,102240.0,,80190.0,,,,,47040.0,60730.0,121600.0,194530.0
25-1122,"Communications Teachers, Postsecondary",29260,,90340.0,,77800.0,,,,,47100.0,60060.0,103230.0,160210.0
25-1123,"English Language and Literature Teachers, Postsecondary",59590,,90400.0,,78270.0,,,,,47540.0,59780.0,103730.0,154800.0
25-1124,"Foreign Language and Literature Teachers, Postsecondary",21170,,87670.0,,77010.0,,,,,47090.0,59790.0,101680.0,134960.0
25-1125,"History Teachers, Postsecondary",19860,,93710.0,,81500.0,,,,,47730.0,62370.0,106770.0,158140.0
25-1126,"Philosophy and Religion Teachers, Postsecondary",20840,,88210.0,,78050.0,,,,,47550.0,60980.0,101680.0,134910.0
25-1192,"Family and Consumer Sciences Teachers, Postsecondary",2630,,84450.0,,77280.0,,,,,47580.0,56870.0,99530.0,133180.0
25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",12680,,87980.0,,75890.0,,,,,44150.0,57290.0,101420.0,158240.0
25-1194,"Career/Technical Education Teachers, Postsecondary",111150,33.03,68710.0,29.56,61490.0,18.59,23.09,38.5,51.24,38680.0,48030.0,80070.0,106580.0
25-1199,"Postsecondary Teachers, All Other",151530,,94470.0,,78490.0,,,,,39720.0,55500.0,122510.0,172850.0
25-2011,"Preschool Teachers, Except Special Education",445080,19.93,41450.0,17.85,37120.0,13.61,15.03,22.38,28.88,28300.0,31250.0,46550.0,60070.0
25-2012,"Kindergarten Teachers, Except Special Education",114410,,67020.0,,61430.0,,,,,45750.0,50290.0,77720.0,99360.0
25-2021,"Elementary School Teachers, Except Special Education",1393310,,69790.0,,62340.0,,,,,46440.0,50680.0,79410.0,102010.0
25-2022,"Middle School Teachers, Except Special and Career/Technical Education",620370,,70040.0,,62970.0,,,,,47050.0,53540.0,79380.0,100980.0
25-2023,"Career/Technical Education Teachers, Middle School",14200,,68690.0,,63620.0,,,,,47090.0,55920.0,78270.0,98430.0
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1072540,,73700.0,,64580.0,,,,,47330.0,57800.0,83010.0,104670.0
25-2032,"Career/Technical Education Teachers, Secondary School",104450,,70550.0,,63910.0,,,,,48840.0,58840.0,78650.0,98720.0
25-2051,"Special Education Teachers, Preschool",28200,,72610.0,,62190.0,,,,,38740.0,49370.0,81330.0,132530.0
25-2052,"Special Education Teachers, Kindergarten and Elementary School",231570,,70150.0,,63000.0,,,,,47590.0,57050.0,79320.0,100620.0
25-2057,"Special Education Teachers, Middle School",95330,,72310.0,,64880.0,,,,,48070.0,58590.0,81940.0,102730.0
25-2058,"Special Education Teachers, Secondary School",162780,,74610.0,,69590.0,,,,,47930.0,58180.0,87140.0,106050.0
25-2059,"Special Education Teachers, All Other",39350,,74180.0,,67430.0,,,,,43220.0,53470.0,87890.0,109360.0
25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",36260,31.09,64660.0,28.82,59950.0,19.11,23.05,36.82,46.04,39750.0,47950.0,76580.0,95750.0
25-3021,Self-Enrichment Teachers,308520,25.64,53330.0,21.92,45590.0,13.93,17.02,29.9,43.64,28980.0,35410.0,62180.0,90780.0
25-3031,"Substitute Teachers, Short-Term",481300,21.6,44930.0,18.5,38470.0,12.62,15.05,24.97,30.51,26240.0,31310.0,51930.0,63460.0
25-3041,Tutors,174660,22.97,47780.0,19.27,40090.0,13.67,16.06,26.62,37.89,28430.0,33410.0,55380.0,78810.0
25-3099,"Teachers and Instructors, All Other",125010,,71610.0,,64690.0,,,,,33280.0,46700.0,93180.0,116690.0
25-4011,Archivists,7050,32.51,67620.0,29.6,61570.0,18.91,23.02,38.39,50.37,39330.0,47890.0,79850.0,104780.0
25-4012,Curators,12280,33.68,70060.0,29.7,61770.0,17.84,22.73,39.11,50.73,37110.0,47270.0,81350.0,105520.0
25-4013,Museum Technicians and Conservators,13070,25.78,53630.0,22.82,47460.0,14.77,18.01,30.29,39.8,30720.0,37460.0,62990.0,82790.0
25-4022,Librarians and Media Collections Specialists,131830,33.26,69180.0,30.92,64320.0,18.71,24.48,38.77,48.5,38920.0,50920.0,80640.0,100880.0
25-4031,Library Technicians,73770,20.7,43050.0,19.22,39970.0,13.41,16.11,23.91,29.31,27890.0,33510.0,49740.0,60960.0
25-9021,Farm and Home Management Educators,10260,29.07,60470.0,27.94,58120.0,17.68,22.12,33.23,40.98,36780.0,46010.0,69110.0,85230.0
25-9031,Instructional Coordinators,210850,37.31,77600.0,35.92,74720.0,22.39,28.43,45.57,55.49,46560.0,59120.0,94780.0,115410.0
25-9044,"Teaching Assistants, Postsecondary",155010,,47560.0,,44930.0,,,,,28020.0,32640.0,60410.0,73560.0
25-9045,"Teaching Assistants, Except Postsecondary",1375300,,35960.0,,35240.0,,,,,23710.0,29120.0,40400.0,48140.0
25-9099,"Educational Instruction and Library Workers, All Other",114640,26.78,55700.0,23.27,48400.0,11.62,16.0,33.08,45.82,24160.0,33280.0,68800.0,95310.0
27-1011,Art Directors,50370,61.59,128100.0,53.38,111040.0,29.35,38.53,77.14,101.64,61060.0,80130.0,160460.0,211410.0
27-1012,Craft Artists,4370,21.8,45340.0,18.5,38480.0,10.88,15.07,25.04,31.66,22620.0,31350.0,52070.0,65850.0
27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",10000,36.76,76450.0,29.12,60560.0,12.7,19.11,43.09,67.62,26420.0,39740.0,89630.0,140660.0
27-1014,Special Effects Artists and Animators,21280,52.94,110110.0,47.98,99800.0,27.51,35.11,65.19,83.96,57220.0,73030.0,135600.0,174630.0
27-1019,"Artists and Related Workers, All Other",7370,38.22,79490.0,34.98,72760.0,16.21,21.52,54.05,64.03,33720.0,44760.0,112420.0,133180.0
27-1021,Commercial and Industrial Designers,30250,42.31,88000.0,38.2,79450.0,23.74,29.83,49.6,64.83,49390.0,62040.0,103170.0,134840.0
27-1022,Fashion Designers,20910,58.86,122430.0,38.79,80690.0,17.29,25.83,51.92,81.55,35970.0,53730.0,107990.0,169620.0
27-1023,Floral Designers,40160,18.13,37700.0,17.37,36120.0,13.1,14.52,20.87,23.41,27260.0,30200.0,43420.0,48690.0
27-1024,Graphic Designers,214260,32.98,68610.0,29.47,61300.0,18.08,22.69,37.98,49.53,37600.0,47200.0,79000.0,103030.0
27-1025,Interior Designers,69580,34.34,71430.0,30.52,63490.0,18.5,23.93,38.86,51.01,38480.0,49770.0,80830.0,106090.0
27-1026,Merchandise Displayers and Window Trimmers,192480,19.49,40540.0,17.96,37350.0,14.45,16.15,21.52,25.86,30050.0,33580.0,44750.0,53800.0
27-1027,Set and Exhibit Designers,10850,37.71,78450.0,31.87,66280.0,17.31,23.52,48.09,62.22,35990.0,48920.0,100020.0,129420.0
27-1029,"Designers, All Other",9680,37.5,78000.0,31.84,66220.0,17.56,22.52,45.83,63.44,36530.0,46850.0,95330.0,131950.0
27-2011,Actors,38800,44.4,,23.33,,14.0,16.94,41.09,97.19,,,,
27-2012,Producers and Directors,145270,54.94,114280.0,40.13,83480.0,20.7,28.75,63.06,95.45,43060.0,59810.0,131160.0,198530.0
27-2021,Athletes and Sports Competitors,14370,,259750.0,,62360.0,,,,,24960.0,36750.0,130770.0,
27-2022,Coaches and Scouts,250940,,58910.0,,45920.0,,,,,27490.0,33960.0,61930.0,93980.0
27-2023,"Umpires, Referees, and Other Sports Officials",15080,,52800.0,,38820.0,,,,,25070.0,30920.0,53560.0,93180.0
27-2031,Dancers,9060,30.3,,23.97,,13.96,16.83,37.43,53.66,,,,
27-2032,Choreographers,3430,29.82,62020.0,26.73,55600.0,15.91,19.04,34.23,45.24,33080.0,39600.0,71190.0,94090.0
27-2041,Music Directors and Composers,12330,40.5,84230.0,30.61,63670.0,16.82,22.75,46.44,75.49,34990.0,47330.0,96590.0,157010.0
27-2042,Musicians and Singers,38350,55.13,,42.45,,18.68,26.02,62.83,105.44,,,,
27-2091,"Disc Jockeys, Except Radio",8170,33.25,,20.59,,10.65,15.13,38.69,95.5,,,,
27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",15040,29.74,,20.99,,13.1,16.47,33.32,51.9,,,,
27-3011,Broadcast Announcers and Radio Disc Jockeys,23880,38.52,80110.0,21.96,45680.0,12.5,16.0,34.65,63.36,26000.0,33280.0,72080.0,131780.0
27-3023,"News Analysts, Reporters, and Journalists",41550,50.98,106030.0,28.98,60280.0,16.63,19.43,46.86,78.09,34590.0,40420.0,97460.0,162430.0
27-3031,Public Relations Specialists,280590,38.61,80310.0,33.55,69780.0,19.59,24.99,46.13,62.25,40750.0,51970.0,95940.0,129480.0
27-3041,Editors,95480,41.2,85700.0,36.18,75260.0,17.4,24.14,48.66,67.71,36200.0,50210.0,101210.0,140840.0
27-3042,Technical Writers,55530,44.39,92330.0,44.07,91670.0,26.16,33.0,49.4,62.71,54400.0,68640.0,102740.0,130430.0
27-3043,Writers and Authors,47800,41.24,85780.0,34.75,72270.0,19.75,25.43,47.27,64.27,41080.0,52890.0,98320.0,133680.0
27-3091,Interpreters and Translators,53360,31.22,64950.0,28.58,59440.0,17.13,21.64,38.47,47.99,35630.0,45020.0,80020.0,99830.0
27-3092,Court Reporters and Simultaneous Captioners,12630,35.88,74630.0,32.36,67310.0,18.8,24.14,44.57,61.07,39100.0,50210.0,92710.0,127020.0
27-3099,"Media and Communication Workers, All Other",23590,40.81,84870.0,34.51,71770.0,18.52,25.33,47.85,71.19,38530.0,52690.0,99520.0,148070.0
27-4011,Audio and Video Technicians,70080,29.51,61370.0,26.36,54830.0,16.97,21.09,35.38,47.21,35290.0,43860.0,73590.0,98190.0
27-4012,Broadcast Technicians,21080,30.87,64220.0,25.92,53920.0,14.04,17.74,38.65,55.48,29190.0,36900.0,80390.0,115400.0
27-4014,Sound Engineering Technicians,13050,38.12,79280.0,31.94,66430.0,17.6,22.92,48.05,64.9,36600.0,47680.0,99950.0,134980.0
27-4015,Lighting Technicians,10130,33.65,70000.0,29.11,60560.0,17.47,22.65,40.07,56.58,36340.0,47100.0,83340.0,117690.0
27-4021,Photographers,51230,26.76,55650.0,20.44,42520.0,14.23,16.73,29.99,45.56,29610.0,34790.0,62370.0,94760.0
27-4031,"Camera Operators, Television, Video, and Film",24460,38.4,79870.0,33.08,68810.0,17.42,23.1,49.23,63.18,36240.0,48060.0,102400.0,131420.0
27-4032,Film and Video Editors,28860,40.16,83530.0,34.12,70980.0,18.83,24.15,48.83,70.15,39170.0,50230.0,101570.0,145900.0
27-4099,"Media and Communication Equipment Workers, All Other",13020,37.67,78350.0,32.3,67190.0,17.15,23.31,49.35,64.26,35670.0,48490.0,102650.0,133650.0
29-1011,Chiropractors,37630,44.15,91830.0,37.98,79000.0,21.53,28.52,50.0,72.11,44780.0,59320.0,104000.0,149990.0
29-1021,"Dentists, General",113490,94.28,196100.0,83.07,172790.0,40.32,60.62,105.95,,83860.0,126090.0,220380.0,
29-1022,Oral and Maxillofacial Surgeons,5330,173.19,360240.0,,,39.89,113.84,,,82960.0,236780.0,,
29-1023,Orthodontists,5150,122.41,254620.0,,,47.38,66.02,,,98560.0,137320.0,,
29-1024,Prosthodontists,760,124.36,258660.0,,,46.81,111.54,,,97370.0,232000.0,,
29-1029,"Dentists, All Other Specialists",5900,118.52,246530.0,108.54,225770.0,36.23,83.07,,,75360.0,172780.0,,
29-1031,Dietitians and Nutritionists,76570,35.95,74770.0,35.5,73850.0,23.48,29.45,40.96,48.92,48830.0,61260.0,85200.0,101760.0
29-1041,Optometrists,41890,67.76,140940.0,64.82,134830.0,33.68,49.67,78.71,97.7,70060.0,103310.0,163710.0,203210.0
29-1051,Pharmacists,328870,65.97,137210.0,66.1,137480.0,41.8,61.18,76.26,82.71,86930.0,127250.0,158620.0,172040.0
29-1071,Physician Assistants,155540,65.82,136900.0,64.07,133260.0,45.79,54.7,77.0,87.6,95240.0,113770.0,160160.0,182200.0
29-1081,Podiatrists,9520,78.83,163960.0,73.46,152800.0,27.65,43.81,104.79,,57500.0,91130.0,217960.0,
29-1122,Occupational Therapists,152280,47.23,98240.0,47.28,98340.0,32.25,38.7,53.11,62.42,67090.0,80490.0,110460.0,129830.0
29-1123,Physical Therapists,248630,49.23,102400.0,48.57,101020.0,35.78,40.13,56.34,63.7,74420.0,83470.0,117190.0,132500.0
29-1124,Radiation Therapists,18700,53.28,110820.0,49.03,101990.0,37.43,41.6,57.87,68.05,77860.0,86520.0,120360.0,141550.0
29-1125,Recreational Therapists,15060,31.42,65350.0,28.98,60280.0,19.0,23.19,37.35,46.44,39520.0,48230.0,77680.0,96600.0
29-1126,Respiratory Therapists,136420,40.51,84260.0,38.68,80450.0,29.76,32.89,45.93,52.32,61900.0,68410.0,95530.0,108820.0
29-1127,Speech-Language Pathologists,178790,46.08,95840.0,45.87,95410.0,29.08,36.21,54.09,63.87,60480.0,75310.0,112510.0,132850.0
29-1128,Exercise Physiologists,8110,28.66,59620.0,27.96,58160.0,19.68,23.39,31.46,38.38,40930.0,48650.0,65430.0,79830.0
29-1129,"Therapists, All Other",19320,35.48,73800.0,31.26,65010.0,18.67,23.8,40.87,57.71,38840.0,49510.0,85010.0,120050.0
29-1131,Veterinarians,80630,67.44,140270.0,60.34,125510.0,33.82,47.32,77.7,102.35,70350.0,98420.0,161610.0,212890.0
29-1141,Registered Nurses,3282010,47.32,98430.0,45.0,93600.0,31.75,37.79,51.9,65.06,66030.0,78610.0,107960.0,135320.0
29-1151,Nurse Anesthetists,50350,111.39,231700.0,107.31,223210.0,65.98,89.96,,,137230.0,187110.0,,
29-1161,Nurse Midwives,8280,61.59,128110.0,61.92,128790.0,35.9,50.13,70.44,85.11,74670.0,104260.0,146520.0,177040.0
29-1171,Nurse Practitioners,307390,63.46,132000.0,62.12,129210.0,47.1,52.86,71.91,81.71,97960.0,109940.0,149570.0,169950.0
29-1181,Audiologists,14730,45.83,95320.0,44.29,92120.0,29.77,36.75,52.56,62.42,61930.0,76440.0,109330.0,129830.0
29-1211,Anesthesiologists,41890,161.85,336640.0,,,59.83,89.75,,,124450.0,186680.0,,
29-1212,Cardiologists,18020,207.93,432490.0,,,57.68,110.63,,,119970.0,230100.0,,
29-1213,Dermatologists,10080,167.22,347810.0,,,56.99,82.94,,,118540.0,172510.0,,
29-1214,Emergency Medicine Physicians,33680,154.19,320700.0,,,55.14,87.06,,,114680.0,181070.0,,
29-1215,Family Medicine Physicians,107950,123.47,256830.0,114.61,238380.0,39.1,80.57,,,81330.0,167580.0,,
29-1216,General Internal Medicine Physicians,66640,126.31,262710.0,113.63,236350.0,33.7,65.02,,,70100.0,135240.0,,
29-1217,Neurologists,7700,137.65,286310.0,,,40.14,67.77,,,83500.0,140970.0,,
29-1218,Obstetricians and Gynecologists,19900,135.16,281130.0,,,45.55,90.45,,,94750.0,188130.0,,
29-1221,"Pediatricians, General",42960,106.89,222340.0,101.03,210130.0,46.27,76.69,,,96240.0,159510.0,,
29-1222,"Physicians, Pathologists",11800,127.89,266020.0,,,40.35,79.78,,,83930.0,165940.0,,
29-1223,Psychiatrists,24800,129.39,269120.0,,,37.19,67.93,,,77360.0,141290.0,,
29-1224,Radiologists,26290,172.99,359820.0,,,39.81,98.24,,,82810.0,204330.0,,
29-1229,"Physicians, All Other",315360,121.86,253470.0,,,32.15,45.71,,,66860.0,95080.0,,
29-1241,"Ophthalmologists, Except Pediatric",12110,144.95,301500.0,,,50.11,87.26,,,104240.0,181490.0,,
29-1242,"Orthopedic Surgeons, Except Pediatric",14160,175.51,365060.0,,,40.09,100.83,,,83390.0,209730.0,,
29-1243,Pediatric Surgeons,1050,216.74,450810.0,,,91.21,,,,189720.0,,,
29-1249,"Surgeons, All Other",24080,178.5,371280.0,,,37.16,66.86,,,77290.0,139070.0,,
29-1291,Acupuncturists,8440,43.15,89750.0,37.57,78140.0,20.11,26.0,51.5,76.22,41840.0,54090.0,107120.0,158540.0
29-1292,Dental Hygienists,219070,45.14,93890.0,45.32,94260.0,31.96,38.49,49.48,57.72,66470.0,80060.0,102920.0,120060.0
29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",30870,61.86,128680.0,54.68,113730.0,31.35,40.07,77.57,93.27,65210.0,83350.0,161350.0,194000.0
29-2010,Clinical Laboratory Technologists and Technicians,343040,31.41,65320.0,29.75,61890.0,18.28,22.39,38.46,47.11,38020.0,46580.0,80010.0,97990.0
29-2031,Cardiovascular Technologists and Technicians,61180,35.04,72890.0,32.34,67260.0,18.22,22.34,43.96,52.36,37890.0,46470.0,91430.0,108900.0
29-2032,Diagnostic Medical Sonographers,86460,44.49,92550.0,42.95,89340.0,31.13,37.54,49.82,59.22,64760.0,78080.0,103630.0,123170.0
29-2033,Nuclear Medicine Technologists,16960,47.93,99690.0,46.64,97020.0,36.33,39.91,52.02,61.58,75570.0,83020.0,108190.0,128090.0
29-2034,Radiologic Technologists and Technicians,223460,38.35,79760.0,37.34,77660.0,25.18,30.24,45.01,51.44,52360.0,62910.0,93610.0,106990.0
29-2035,Magnetic Resonance Imaging Technologists,41530,43.76,91020.0,42.4,88180.0,31.21,37.57,49.25,58.37,64910.0,78150.0,102440.0,121420.0
29-2036,Medical Dosimetrists,3970,67.99,141420.0,66.4,138110.0,49.88,60.39,75.88,84.79,103760.0,125600.0,157840.0,176360.0
29-2042,Emergency Medical Technicians,177980,21.54,44790.0,19.88,41340.0,15.1,17.66,23.16,29.22,31410.0,36730.0,48160.0,60780.0
29-2043,Paramedics,99530,29.14,60610.0,28.08,58410.0,19.29,23.04,32.9,39.63,40130.0,47920.0,68420.0,82420.0
29-2051,Dietetic Technicians,29950,19.02,39560.0,17.81,37040.0,13.6,15.61,21.29,25.69,28280.0,32460.0,44290.0,53440.0
29-2052,Pharmacy Technicians,487920,21.54,44800.0,20.9,43460.0,16.88,17.75,23.36,28.58,35100.0,36920.0,48580.0,59450.0
29-2053,Psychiatric Technicians,136300,21.64,45000.0,20.47,42590.0,15.86,17.87,23.51,28.92,32980.0,37170.0,48910.0,60150.0
29-2055,Surgical Technologists,113890,31.64,65810.0,30.21,62830.0,20.81,24.87,37.09,43.61,43290.0,51740.0,77140.0,90700.0
29-2056,Veterinary Technologists and Technicians,131320,22.25,46280.0,22.11,45980.0,15.44,17.97,24.5,29.27,32120.0,37390.0,50960.0,60880.0
29-2057,Ophthalmic Medical Technicians,76520,21.81,45360.0,21.19,44080.0,16.45,17.84,23.91,29.24,34210.0,37100.0,49730.0,60810.0
29-2061,Licensed Practical and Licensed Vocational Nurses,632430,30.84,64150.0,29.97,62340.0,23.06,26.55,35.17,38.71,47960.0,55220.0,73160.0,80510.0
29-2072,Medical Records Specialists,187910,26.91,55970.0,24.16,50250.0,17.2,20.0,30.8,38.92,35780.0,41600.0,64070.0,80950.0
29-2081,"Opticians, Dispensing",79690,24.02,49970.0,22.38,46560.0,16.57,18.22,28.69,35.21,34470.0,37900.0,59680.0,73240.0
29-2091,Orthotists and Prosthetists,9930,39.1,81330.0,37.65,78310.0,22.22,28.84,47.54,57.08,46220.0,59990.0,98880.0,118730.0
29-2092,Hearing Aid Specialists,10580,30.74,63930.0,29.6,61560.0,17.76,22.67,37.55,43.75,36950.0,47150.0,78110.0,91000.0
29-2099,"Health Technologists and Technicians, All Other",174060,27.1,56370.0,23.46,48790.0,17.93,19.59,29.94,39.08,37290.0,40740.0,62280.0,81290.0
29-9021,Health Information Technologists and Medical Registrars,37620,35.3,73410.0,32.36,67310.0,18.81,23.27,44.43,53.91,39120.0,48400.0,92410.0,112130.0
29-9091,Athletic Trainers,28950,,63960.0,,60250.0,,,,,45380.0,51590.0,70880.0,84100.0
29-9092,Genetic Counselors,3510,49.47,102890.0,47.55,98910.0,37.83,41.86,54.44,66.24,78680.0,87060.0,113220.0,137780.0
29-9093,Surgical Assistants,22860,32.3,67190.0,28.99,60290.0,19.01,23.63,38.88,49.23,39540.0,49140.0,80860.0,102390.0
29-9099,"Healthcare Practitioners and Technical Workers, All Other",36970,35.19,73200.0,30.78,64030.0,17.9,21.76,43.75,61.22,37220.0,45250.0,91000.0,127340.0
31-1120,Home Health and Personal Care Aides,3988140,16.82,34990.0,16.78,34900.0,12.31,14.6,18.26,21.25,25600.0,30370.0,37980.0,44190.0
31-1131,Nursing Assistants,1388430,19.84,41270.0,19.01,39530.0,15.09,17.44,22.15,24.11,31390.0,36260.0,46070.0,50140.0
31-1132,Orderlies,53020,19.27,40070.0,18.12,37700.0,15.2,16.76,20.75,23.83,31610.0,34850.0,43160.0,49570.0
31-1133,Psychiatric Aides,34900,20.97,43610.0,20.0,41590.0,14.87,17.27,23.45,28.14,30920.0,35930.0,48770.0,58530.0
31-2011,Occupational Therapy Assistants,47910,32.95,68540.0,32.86,68340.0,23.59,28.82,37.18,41.79,49070.0,59950.0,77340.0,86930.0
31-2012,Occupational Therapy Aides,5000,20.12,41850.0,17.97,37370.0,13.45,16.75,21.25,31.53,27970.0,34840.0,44190.0,65580.0
31-2021,Physical Therapist Assistants,108010,32.29,67160.0,31.5,65510.0,22.13,28.0,37.15,42.13,46020.0,58240.0,77270.0,87630.0
31-2022,Physical Therapist Aides,44010,17.07,35510.0,16.59,34520.0,12.0,14.28,18.39,22.56,24960.0,29710.0,38240.0,46930.0
31-9011,Massage Therapists,96040,30.5,63430.0,27.86,57950.0,16.0,21.57,37.1,46.85,33280.0,44870.0,77170.0,97450.0
31-9091,Dental Assistants,375430,23.49,48860.0,22.74,47300.0,17.4,19.0,27.36,29.7,36190.0,39520.0,56910.0,61780.0
31-9092,Medical Assistants,793460,21.5,44720.0,21.25,44200.0,16.84,18.08,23.15,27.8,35020.0,37610.0,48160.0,57830.0
31-9093,Medical Equipment Preparers,72760,23.56,48990.0,22.35,46490.0,17.02,18.71,27.0,32.25,35400.0,38910.0,56160.0,67070.0
31-9094,Medical Transcriptionists,43070,18.85,39210.0,18.05,37550.0,12.68,15.0,21.96,25.91,26370.0,31200.0,45680.0,53890.0
31-9095,Pharmacy Aides,41100,19.37,40290.0,17.79,37000.0,14.11,16.56,20.46,28.2,29360.0,34450.0,42570.0,58660.0
